datetime,dewptm,hum,precipm,pressurem,rain,tempm,vism,wgustm,wspdm
2011-01-06 12:56:00,4.4000000000000004,71.0,-9999.0,1022.5,0.0,9.4000000000000004,14.5,-9999.0,0.0
2011-01-06 13:56:00,4.4000000000000004,66.0,-9999.0,1021.9,0.0,10.6,16.100000000000001,-9999.0,0.0
2011-01-06 14:56:00,5.0,66.0,-9999.0,1021.6,0.0,11.1,16.100000000000001,-9999.0,5.5999999999999996
2011-01-06 15:56:00,6.0999999999999996,74.0,-9999.0,1021.3,0.0,10.6,16.100000000000001,-9999.0,7.4000000000000004
2011-01-06 16:56:00,4.4000000000000004,71.0,-9999.0,1020.9,0.0,9.4000000000000004,16.100000000000001,-9999.0,11.1
2011-01-06 17:56:00,3.8999999999999999,74.0,-9999.0,1020.7,0.0,8.3000000000000007,16.100000000000001,-9999.0,13.0
2011-01-06 18:56:00,3.8999999999999999,76.0,-9999.0,1021.0,0.0,7.7999999999999998,16.100000000000001,-9999.0,16.699999999999999
2011-01-06 19:56:00,3.8999999999999999,80.0,-9999.0,1021.2,0.0,7.2000000000000002,16.100000000000001,-9999.0,16.699999999999999
2011-01-06 20:56:00,4.4000000000000004,82.0,-9999.0,1021.3,0.0,7.2000000000000002,16.100000000000001,-9999.0,11.1
2011-01-06 21:56:00,3.2999999999999998,82.0,-9999.0,1021.1,0.0,6.0999999999999996,14.5,-9999.0,0.0
2011-01-06 22:56:00,4.4000000000000004,82.0,-9999.0,1021.1,0.0,7.2000000000000002,12.9,-9999.0,16.699999999999999
2011-01-06 23:56:00,4.4000000000000004,85.0,-9999.0,1020.7,0.0,6.7000000000000002,9.6999999999999993,-9999.0,13.0
2011-01-07 00:18:00,4.0,81.0,-9999.0,1020.5,0.0,7.0,9.6999999999999993,-9999.0,16.699999999999999
2011-01-07 00:56:00,4.4000000000000004,89.0,-9999.0,1020.4,0.0,6.0999999999999996,9.6999999999999993,-9999.0,11.1
2011-01-07 01:56:00,3.8999999999999999,89.0,-9999.0,1020.5,0.0,5.5999999999999996,9.6999999999999993,-9999.0,5.5999999999999996
2011-01-07 02:28:00,4.0,87.0,-9999.0,1020.5,0.0,6.0,9.6999999999999993,-9999.0,5.5999999999999996
